category,path,line
service,eblocker-icapserver/src/main/package/systemd/eblocker-usb-automount@.service,9
service,eblocker-icapserver/src/main/package/systemd/eblocker-usb-automount@.service,10
service,eblocker-icapserver/src/main/package/systemd/icapserver.service,3
service,eblocker-icapserver/src/main/package/systemd/icapserver.service,4
service,eblocker-icapserver/src/main/package/systemd/icapserver.service,5
service,eblocker-icapserver/src/main/package/systemd/icapserver.service,6
service,eblocker-icapserver/src/main/package/systemd/icapserver.service,7
service,eblocker-icapserver/src/main/package/systemd/icapserver.service,8
service,eblocker-icapserver/src/main/package/systemd/icapserver.service,9
service,eblocker-icapserver/src/main/package/systemd/icapserver.service,10
service,eblocker-icapserver/src/main/package/systemd/icapserver.service,14
service,eblocker-icapserver/src/main/package/systemd/icapserver.service,18
redis,eblocker-icapserver/src/main/resources/configuration.properties,157
redis,eblocker-icapserver/src/main/resources/configuration.properties,158
redis,eblocker-icapserver/src/main/resources/configuration.properties,160
redis,eblocker-icapserver/src/main/resources/configuration.properties,161
redis,eblocker-icapserver/src/main/resources/configuration.properties,162
redis,eblocker-icapserver/src/main/resources/configuration.properties,164
redis,eblocker-icapserver/src/main/resources/configuration.properties,247
redis,eblocker-icapserver/src/main/resources/configuration.properties,248
redis,eblocker-icapserver/src/main/resources/configuration.properties,249
redis,eblocker-icapserver/src/main/resources/configuration.properties,250
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/EmbeddedRedisTestBase.java,22
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/TestRedisServer.java,22
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisConsistencyCheckTest.java,23
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisConsistencyCheckTest.java,24
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisConsistencyCheckTest.java,47
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisConsistencyCheckTest.java,48
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisConsistencyCheckTest.java,49
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisConsistencyCheckTest.java,50
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisConsistencyCheckTest.java,51
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisConsistencyCheckTest.java,52
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisConsistencyCheckTest.java,53
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisConsistencyCheckTest.java,54
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisConsistencyCheckTest.java,55
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisConsistencyCheckTest.java,71
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisConsistencyCheckTest.java,72
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisConsistencyCheckTest.java,73
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisConsistencyCheckTest.java,74
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisConsistencyCheckTest.java,75
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisDataSourceTest.java,24
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisDataSourceTest.java,25
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisDataSourceTest.java,35
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisDataSourceTest.java,41
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisDataSourceTest.java,51
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisDataSourceTest.java,68
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisDataSourceTest.java,93
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisDataSourceTest.java,121
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisDataSourceTest.java,137
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisDataSourceTest.java,138
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisDataSourceTest.java,147
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisDataSourceTest.java,151
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisDataSourceTest.java,158
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisDataSourceTest.java,167
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisDataSourceTest.java,177
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisDataSourceTest.java,186
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisDataSourceTest.java,189
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisUtilsTest.java,21
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisUtilsTest.java,36
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/JedisUtilsTest.java,39
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/RedisBackupServiceTest.java,71
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/RedisBackupServiceTest.java,82
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/RedisBackupServiceTest.java,108
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/RedisBackupServiceTest.java,109
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/RedisBackupServiceTest.java,140
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/RedisBackupServiceTest.java,147
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/RedisBackupServiceTest.java,148
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/RedisBackupServiceTest.java,149
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/RedisBackupServiceTest.java,170
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/RedisBackupServiceTest.java,171
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/RedisBackupServiceTest.java,172
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/RedisBackupServiceTest.java,173
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/RedisBackupServiceTest.java,189
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/RedisBackupServiceTest.java,190
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/RedisBackupServiceTest.java,191
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/RedisBackupServiceTest.java,192
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/RedisBackupServiceTest.java,208
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/RedisBackupServiceTest.java,209
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/dns/JedisDnsDataSourceTest.java,26
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/dns/JedisDnsDataSourceTest.java,27
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/dns/JedisDnsDataSourceTest.java,28
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/dns/JedisDnsDataSourceTest.java,60
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/dns/JedisDnsDataSourceTest.java,81
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/dns/JedisDnsDataSourceTest.java,103
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/dns/JedisDnsDataSourceTest.java,111
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion10Test.java,27
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion10Test.java,28
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion11Test.java,66
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion11Test.java,67
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion11Test.java,69
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion13Test.java,26
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion13Test.java,27
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion14Test.java,25
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion14Test.java,26
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion14Test.java,71
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion14Test.java,78
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion15Test.java,29
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion15Test.java,30
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion15Test.java,83
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion15Test.java,109
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion30Test.java,27
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion30Test.java,28
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion30Test.java,69
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion30Test.java,70
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion30Test.java,101
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion30Test.java,102
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion33Test.java,75
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion33Test.java,76
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion33Test.java,78
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion34Test.java,27
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion34Test.java,28
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion34Test.java,70
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion34Test.java,71
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion35Test.java,27
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion35Test.java,28
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion37Test.java,28
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion37Test.java,29
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion37Test.java,72
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion37Test.java,73
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion3Test.java,26
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion3Test.java,27
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion47Test.java,35
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion47Test.java,36
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion47Test.java,66
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion47Test.java,77
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion5Test.java,86
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion8Test.java,25
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion8Test.java,26
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion8Test.java,41
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion9Test.java,30
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion9Test.java,31
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion9Test.java,154
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion9Test.java,158
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion9Test.java,162
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion9Test.java,166
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/migrations/SchemaMigrationVersion9Test.java,170
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSourceTest.java,27
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSourceTest.java,28
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSourceTest.java,29
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSourceTest.java,64
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSourceTest.java,94
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSourceTest.java,160
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSourceTest.java,161
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSourceTest.java,162
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSourceTest.java,163
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSourceTest.java,164
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSourceTest.java,165
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSourceTest.java,240
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSourceTest.java,241
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSourceTest.java,250
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSourceTest.java,270
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/data/statistic/JedisFilterStatisticsDataSourceTest.java,271
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/network/Ip6AddressMonitorTest.java,42
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/network/TrafficAccounterTest.java,61
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/network/TrafficAccounterTest.java,92
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/network/unix/IpSetsTest.java,52
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/network/unix/IpSetsTest.java,78
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/network/unix/IscDhcpServerTest.java,69
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/network/unix/IscDhcpServerTest.java,76
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/network/unix/IscDhcpServerTest.java,83
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/network/unix/IscDhcpServerTest.java,89
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/network/unix/IscDhcpServerTest.java,95
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/network/unix/IscDhcpServerTest.java,102
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/network/unix/NetworkServicesUnixTest.java,63
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/network/unix/NetworkServicesUnixTest.java,70
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/network/unix/NetworkServicesUnixTest.java,77
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/network/unix/NetworkServicesUnixTest.java,78
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/network/unix/NetworkServicesUnixTest.java,89
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/network/unix/NetworkServicesUnixTest.java,90
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/openvpn/OpenVpnClientTest.java,103
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/openvpn/VpnKeepAliveTest.java,52
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/openvpn/VpnKeepAliveTest.java,139
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/pubsub/JedisPubSubServiceTest.java,22
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/pubsub/JedisPubSubServiceTest.java,23
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/pubsub/JedisPubSubServiceTest.java,74
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/status/StartupStatusReporterTest.java,28
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/update/DebianUpdaterTest.java,281
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/update/DebianUpdaterTest.java,302
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/update/DebianUpdaterTest.java,317
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/update/DebianUpdaterTest.java,350
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/update/DebianUpdaterTest.java,369
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/update/DebianUpdaterTest.java,398
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/update/DebianUpdaterTest.java,420
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/update/DebianUpdaterTest.java,480
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/update/DebianUpdaterTest.java,481
process,eblocker-icapserver/src/test/java/org/eblocker/server/common/update/DebianUpdaterTest.java,482
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/util/JedisTest.java,21
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/util/JedisTest.java,31
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/util/JedisTest.java,32
redis,eblocker-icapserver/src/test/java/org/eblocker/server/common/util/JedisTest.java,35
redis,eblocker-icapserver/src/test/java/org/eblocker/server/http/backup/UsersBackupProviderTest.java,35
redis,eblocker-icapserver/src/test/java/org/eblocker/server/http/backup/UsersBackupProviderTest.java,59
redis,eblocker-icapserver/src/test/java/org/eblocker/server/http/backup/UsersBackupProviderTest.java,156
redis,eblocker-icapserver/src/test/java/org/eblocker/server/http/backup/UsersBackupProviderTest.java,159
redis,eblocker-icapserver/src/test/java/org/eblocker/server/http/backup/UsersBackupProviderTest.java,178
redis,eblocker-icapserver/src/test/java/org/eblocker/server/http/backup/UsersBackupProviderTest.java,181
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/DhcpDiscoveryServiceTest.java,62
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/DhcpDiscoveryServiceTest.java,82
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/DhcpDiscoveryServiceTest.java,91
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/DiagnosticsReportServiceTest.java,99
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/DiagnosticsReportServiceTest.java,143
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/DiskMountServiceTest.java,65
redis,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/EmbeddedRedisServiceTestBase.java,21
redis,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/EmbeddedRedisServiceTestBase.java,29
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/OpenVpnServerServiceTest.java,116
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/OpenVpnServerServiceTest.java,117
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/OpenVpnServerServiceTest.java,127
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/OpenVpnServerServiceTest.java,128
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/OpenVpnServerServiceTest.java,136
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/OpenVpnServerServiceTest.java,144
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/OpenVpnServerServiceTest.java,145
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/OpenVpnServerServiceTest.java,160
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/OpenVpnServerServiceTest.java,161
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/OpenVpnServerServiceTest.java,226
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/OpenVpnServerServiceTest.java,239
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/OpenVpnServerServiceTest.java,240
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/OpenVpnServerServiceTest.java,261
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/OpenVpnServerServiceTest.java,284
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/OpenVpnServerServiceTest.java,303
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/RecordingServiceTest.java,70
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/RecordingServiceTest.java,104
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/RecordingServiceTest.java,139
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/RecordingServiceTest.java,140
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/RecordingServiceTest.java,141
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/RecordingServiceTest.java,208
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/RecordingServiceTest.java,209
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/RecordingServiceTest.java,210
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/RecordingServiceTest.java,276
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/RecordingServiceTest.java,277
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/RecordingServiceTest.java,278
process,eblocker-icapserver/src/test/java/org/eblocker/server/http/service/RegistrationServiceAvailabilityCheckTest.java,201
privilege,eblocker-ui/src/settings/app/components/openSourceLicenses/libs-debian.component.html,3013
privilege,eblocker-ui/src/settings/app/components/openSourceLicenses/libs-debian.component.html,3016
privilege,eblocker-ui/src/settings/app/components/openSourceLicenses/libs-debian.component.html,3020
privilege,eblocker-ui/src/settings/app/components/openSourceLicenses/libs-debian.component.html,3023
redis,eblocker-ui/src/settings/app/components/openSourceLicenses/libs-java.component.html,453
redis,eblocker-ui/src/settings/app/components/openSourceLicenses/open-source-licenses.component.html,57
redis,eblocker-ui/src/settings/app/components/openSourceLicenses/open-source-licenses.component.html,60
