order,path,controller,methods,route_name,flags,replacement,status
0,/summary/whitelist/config,FilterController,GET,dashboard.filter.config.route,,feature route module,declaration parity verified; handler behavior unchanged
203,/api/adminconsole/filterlists/meta,ParentalControlFilterListsController,GET,adminconsole.controlbar.filterlists.metadata.get.route,,feature route module,declaration parity verified; handler behavior unchanged
204,/api/adminconsole/useragent/cloaked,UserAgentController,GET,adminconsole.useragents.getCloakedUserAgentByDeviceId.route,,feature route module,declaration parity verified; handler behavior unchanged
205,/api/adminconsole/useragent/list,UserAgentController,GET,adminconsole.useragent.getAgentList.route,,feature route module,declaration parity verified; handler behavior unchanged
206,/api/adminconsole/useragent/cloaked,UserAgentController,PUT,adminconsole.useragent.setCloakedUserAgentByDeviceId.route,,feature route module,declaration parity verified; handler behavior unchanged
207,/api/adminconsole/network/dhcpstate,NetworkController,GET,adminconsole.network.config.get.network.state.route,,feature route module,declaration parity verified; handler behavior unchanged
208,/api/adminconsole/network,NetworkController,GET,adminconsole.network.config.get.route,,feature route module,declaration parity verified; handler behavior unchanged
209,/api/adminconsole/network/setupPageInfo,NetworkController,GET,adminconsole.network.config.setuppage.get.route,,feature route module,declaration parity verified; handler behavior unchanged
210,/api/adminconsole/network,NetworkController,PUT,adminconsole.network.config.put.route,,feature route module,declaration parity verified; handler behavior unchanged
211,/api/adminconsole/network/dhcpservers,NetworkController,GET,adminconsole.network.config.get.dhcp.servers.route,,feature route module,declaration parity verified; handler behavior unchanged
212,/api/adminconsole/network/ip6,NetworkController,GET,adminconsole.network.config.ip6.get.route,,feature route module,declaration parity verified; handler behavior unchanged
213,/api/adminconsole/network/ip6,NetworkController,PUT,adminconsole.network.config.ip6.put.route,,feature route module,declaration parity verified; handler behavior unchanged
214,/api/adminconsole/vpn/profiles,OpenVpnController,GET,adminconsole.vpn.profiles.get.route,,feature route module,declaration parity verified; handler behavior unchanged
215,/api/adminconsole/vpn/profile,OpenVpnController,POST,adminconsole.vpn.profiles.create.route,,feature route module,declaration parity verified; handler behavior unchanged
216,/api/adminconsole/vpn/profile/{id},OpenVpnController,GET,adminconsole.vpn.profile.get.route,,feature route module,declaration parity verified; handler behavior unchanged
217,/api/adminconsole/vpn/profile/{id},OpenVpnController,PUT,adminconsole.vpn.profile.update.route,,feature route module,declaration parity verified; handler behavior unchanged
218,/api/adminconsole/vpn/profile/{id},OpenVpnController,DELETE,adminconsole.vpn.profile.delete.route,,feature route module,declaration parity verified; handler behavior unchanged
219,/api/adminconsole/vpn/profile/{id}/config,OpenVpnController,GET,adminconsole.vpn.profile.get.config.route,,feature route module,declaration parity verified; handler behavior unchanged
220,/api/adminconsole/vpn/profile/{id}/config,OpenVpnController,PUT,adminconsole.vpn.profile.create.config.route,,feature route module,declaration parity verified; handler behavior unchanged
221,/api/adminconsole/vpn/profile/{id}/config/{option},OpenVpnController,PUT,adminconsole.vpn.profile.set.config.option,,feature route module,declaration parity verified; handler behavior unchanged
222,/api/adminconsole/vpn/profile/{id}/status,OpenVpnController,PUT,adminconsole.vpn.profile.set.status,,feature route module,declaration parity verified; handler behavior unchanged
223,/api/adminconsole/vpn/profile/{id}/status,OpenVpnController,GET,adminconsole.vpn.profile.get.status,,feature route module,declaration parity verified; handler behavior unchanged
224,/api/adminconsole/vpn/profile/{id}/status/{device},OpenVpnController,GET,adminconsole.vpn.profile.status.device.get,,feature route module,declaration parity verified; handler behavior unchanged
225,/api/adminconsole/vpn/profile/{id}/status/{device},OpenVpnController,PUT,adminconsole.vpn.profile.status.device.set,,feature route module,declaration parity verified; handler behavior unchanged
226,/api/adminconsole/vpn/profile/status/{device},OpenVpnController,GET,adminconsole.vpn.getVpnStatusByDevice.route,,feature route module,declaration parity verified; handler behavior unchanged
227,/api/adminconsole/tor/countries,AnonymousController,GET,adminconsole.tor.route,,feature route module,declaration parity verified; handler behavior unchanged
228,/api/adminconsole/tor/countries/selected,AnonymousController,PUT,adminconsole.tor.route,,feature route module,declaration parity verified; handler behavior unchanged
229,/api/adminconsole/tor/countries/selected,AnonymousController,GET,adminconsole.tor.route,,feature route module,declaration parity verified; handler behavior unchanged
230,/api/adminconsole/tor/config/{deviceId},AnonymousController,GET,adminconsole.tor.getConfig.route,,feature route module,declaration parity verified; handler behavior unchanged
231,/api/adminconsole/tor/config/{deviceId},AnonymousController,PUT,adminconsole.tor.putConfig.route,,feature route module,declaration parity verified; handler behavior unchanged
232,/api/adminconsole/tor/newidentity,AnonymousController,PUT,adminconsole.tor.getNewTorIdentity.route,,feature route module,declaration parity verified; handler behavior unchanged
233,/api/adminconsole/recording/toggle,RecordingController,POST,adminconsole.recording.start.stop,,feature route module,declaration parity verified; handler behavior unchanged
234,/api/adminconsole/recording/status,RecordingController,GET,adminconsole.recording.get.status,,feature route module,declaration parity verified; handler behavior unchanged
235,/api/adminconsole/recording/result,RecordingController,GET,adminconsole.recording.get.recorded.domain.list,,feature route module,declaration parity verified; handler behavior unchanged
236,/api/adminconsole/openvpn/status,OpenVpnServerController,GET,adminconsole.vpn.server.status.get,,feature route module,declaration parity verified; handler behavior unchanged
237,/api/adminconsole/openvpn/status,OpenVpnServerController,POST,adminconsole.vpn.server.status.set,,feature route module,declaration parity verified; handler behavior unchanged
238,/api/adminconsole/openvpn/status,OpenVpnServerController,DELETE,adminconsole.vpn.server.status.delete,,feature route module,declaration parity verified; handler behavior unchanged
239,/api/adminconsole/openvpn/certificates,OpenVpnServerController,GET,adminconsole.vpn.server.certificates.get,,feature route module,declaration parity verified; handler behavior unchanged
240,/api/adminconsole/openvpn/certificates/generateDownloadUrl/{deviceId}/{deviceType},OpenVpnServerController,GET,adminconsole.vpn.server.certificates.generateDownloadUrl.get,,feature route module,declaration parity verified; handler behavior unchanged
241,/api/adminconsole/openvpn/certificates/downloadClientConf/{deviceId},OpenVpnServerController,GET,adminconsole.vpn.server.certificates.downloadClientConf.get,,feature route module,declaration parity verified; handler behavior unchanged
242,/api/adminconsole/openvpn/enable/{deviceId},OpenVpnServerController,POST,adminconsole.vpn.server.enable.device.post,,feature route module,declaration parity verified; handler behavior unchanged
243,/api/adminconsole/openvpn/disable/{deviceId},OpenVpnServerController,POST,adminconsole.vpn.server.disable.device.post,,feature route module,declaration parity verified; handler behavior unchanged
244,/api/adminconsole/openvpn/privateNetworkAccess/{deviceId},OpenVpnServerController,PUT,adminconsole.vpn.server.privateNetworkAccess.device.put,,feature route module,declaration parity verified; handler behavior unchanged
245,/api/adminconsole/upnpn/{port},OpenVpnServerController,PUT,adminconsole.vpn.upnp.portForwarding,,feature route module,declaration parity verified; handler behavior unchanged
246,/api/adminconsole/openvpn/test,MobileConnectionCheckController,POST,adminconsole.vpn.test.start,,feature route module,declaration parity verified; handler behavior unchanged
247,/api/adminconsole/openvpn/test,MobileConnectionCheckController,DELETE,adminconsole.vpn.test.stop,,feature route module,declaration parity verified; handler behavior unchanged
248,/api/adminconsole/openvpn/test,MobileConnectionCheckController,GET,adminconsole.vpn.test.status,,feature route module,declaration parity verified; handler behavior unchanged
249,/api/adminconsole/openvpn/dns,MobileDnsCheckController,POST,adminconsole.vpn.test.dns,,feature route module,declaration parity verified; handler behavior unchanged
250,/api/adminconsole/customerInfo,CustomerInfoController,GET,adminconsole.customerInfo.get.route,,feature route module,declaration parity verified; handler behavior unchanged
251,/api/adminconsole/customerInfo,CustomerInfoController,POST,adminconsole.customerInfo.save.route,,feature route module,declaration parity verified; handler behavior unchanged
252,/api/adminconsole/customerInfo,CustomerInfoController,DELETE,adminconsole.customerInfo.delete.route,,feature route module,declaration parity verified; handler behavior unchanged
253,/api/adminconsole/recorder,TransactionRecorderController,POST,adminconsole.transactionRecorder.start.route,,feature route module,declaration parity verified; handler behavior unchanged
254,/api/adminconsole/recorder,TransactionRecorderController,DELETE,adminconsole.transactionRecorder.stop.route,,feature route module,declaration parity verified; handler behavior unchanged
255,/api/adminconsole/recorder,TransactionRecorderController,GET,adminconsole.transactionRecorder.info.route,,feature route module,declaration parity verified; handler behavior unchanged
256,/api/adminconsole/recorder/results,TransactionRecorderController,GET,adminconsole.transactionRecorder.getall.route,,feature route module,declaration parity verified; handler behavior unchanged
257,/api/adminconsole/recorder/whatifmode,TransactionRecorderController,GET,adminconsole.transactionRecorder.whatifmode.get.route,,feature route module,declaration parity verified; handler behavior unchanged
258,/api/adminconsole/recorder/whatifmode,TransactionRecorderController,PUT,adminconsole.transactionRecorder.whatifmode.put.route,,feature route module,declaration parity verified; handler behavior unchanged
259,/api/adminconsole/recorder/results/csv,TransactionRecorderController,GET,adminconsole.transactionRecorder.getallascsv.route,,feature route module,declaration parity verified; handler behavior unchanged
260,/api/adminconsole/recorder/results/{domain},TransactionRecorderController,GET,adminconsole.transactionRecorder.get.route,,feature route module,declaration parity verified; handler behavior unchanged
261,/api/adminconsole/stats/total,FilterStatisticsController,GET,adminconsole.stats.total.get,,feature route module,declaration parity verified; handler behavior unchanged
262,/api/adminconsole/stats/domain,FilterStatisticsController,GET,adminconsole.blockedStats.filter.get,,feature route module,declaration parity verified; handler behavior unchanged
263,/api/adminconsole/device/pause,DeviceController,GET,adminconsole.device.get.pause,,feature route module,declaration parity verified; handler behavior unchanged
264,/api/adminconsole/device/pause,DeviceController,PUT,adminconsole.device.put.pause,,feature route module,declaration parity verified; handler behavior unchanged
265,/api/adminconsole/console/ip,ControlBarController,GET,public.adminconsole.console.ip.route,,feature route module,declaration parity verified; handler behavior unchanged
266,/api/adminconsole/splash,SplashController,GET,adminconsole.splash.get,,feature route module,declaration parity verified; handler behavior unchanged
267,/api/adminconsole/splash,SplashController,POST,adminconsole.splash.update,,feature route module,declaration parity verified; handler behavior unchanged
268,/api/adminconsole/tasks/log,TasksController,GET,adminconsole.tasks.log,,feature route module,declaration parity verified; handler behavior unchanged
269,/api/adminconsole/tasks/viewConfig,TasksController,GET,adminconsole.tasks.view.config.get,,feature route module,declaration parity verified; handler behavior unchanged
270,/api/adminconsole/tasks/viewConfig,TasksController,PUT,adminconsole.tasks.view.config.set,,feature route module,declaration parity verified; handler behavior unchanged
271,/api/adminconsole/tasks/stats,TasksController,GET,adminconsole.tasks.stats.get,,feature route module,declaration parity verified; handler behavior unchanged
272,/api/adminconsole/doctor/diagnosis,DoctorController,GET,adminconsole.doctor.diagnosis.get,,feature route module,declaration parity verified; handler behavior unchanged
273,/api/advice/console/ip,ControlBarController,GET,advice.console.getConsoleIp.route,,feature route module,declaration parity verified; handler behavior unchanged
274,/api/advice/registration,DeviceRegistrationController,GET,advice.registration.status.route,,feature route module,declaration parity verified; handler behavior unchanged
275,/api/advice/device,DeviceController,GET,advice.device.get,,feature route module,declaration parity verified; handler behavior unchanged
276,/api/advice/device/showWelcomeFlags,DeviceController,PUT,advice.device.updateShowWelcomeFlags,,feature route module,declaration parity verified; handler behavior unchanged
277,/api/errorpage/device/pause,DeviceController,POST,errorpage.device.set.pause,,feature route module,declaration parity verified; handler behavior unchanged
278,/filterlists,ParentalControlFilterListsController,GET,public.controlbar.filterlists.get.route,,feature route module,declaration parity verified; handler behavior unchanged
279,/recorder/results/csv,TransactionRecorderController,GET,public.transactionRecorder.getallascsv.route,,feature route module,declaration parity verified; handler behavior unchanged
280,/api/settings,SettingsController,GET,public.dashboard.settings.get.route,,feature route module,declaration parity verified; handler behavior unchanged
281,/api/settings/timezone,SettingsController,PUT,dashboard.locale.put.timezone.route,,feature route module,declaration parity verified; handler behavior unchanged
282,/api/token/{appContext},AuthenticationController,GET,public.token.get.route,,feature route module,declaration parity verified; handler behavior unchanged
283,/api/device/pause/{deviceId},DeviceController,GET,dashboard.device.get.pause,VERIFY_DEVICE_ID,feature route module,declaration parity verified; handler behavior unchanged
284,/api/device/pause/{deviceId},DeviceController,PUT,dashboard.device.put.pause,VERIFY_DEVICE_ID,feature route module,declaration parity verified; handler behavior unchanged
285,/api/device/showWelcomeFlags,DeviceController,PUT,dashboard.device.updateShowWelcomeFlags,,feature route module,declaration parity verified; handler behavior unchanged
286,/api/device,DeviceController,GET,dashboard.device.get,,feature route module,declaration parity verified; handler behavior unchanged
287,/api/device/{deviceId},DeviceController,PUT,dashboard.device.update,VERIFY_DEVICE_ID|DENY_CHILD_ACCESS,feature route module,declaration parity verified; handler behavior unchanged
288,/api/dashboard/operatinguser/devices,DeviceController,GET,dashboard.operatinguser.devices.get,,feature route module,declaration parity verified; handler behavior unchanged
289,/api/parentalcontrol/usage,ParentalControlController,POST,dashboard.parentalcontrol.usage.start,,feature route module,declaration parity verified; handler behavior unchanged
290,/api/parentalcontrol/usage,ParentalControlController,DELETE,dashboard.parentalcontrol.usage.stop,,feature route module,declaration parity verified; handler behavior unchanged
291,/api/parentalcontrol/usage,ParentalControlController,GET,dashboard.parentalcontrol.usage,,feature route module,declaration parity verified; handler behavior unchanged
292,/api/parentalcontrol/usage/{id},ParentalControlController,GET,dashboard.parentalcontrol.usage.by.id,,feature route module,declaration parity verified; handler behavior unchanged
293,/api/dashboard/userprofiles,ParentalControlController,GET,dashboard.parentalcontrol.get.profiles.route,,feature route module,declaration parity verified; handler behavior unchanged
294,/api/dashboard/searchEngineConfig,ParentalControlController,GET,dashboard.parentalcontrol.searchEngine.get,,feature route module,declaration parity verified; handler behavior unchanged
295,/api/userprofile,ControlBarController,GET,dashboard.userprofile.route,,feature route module,declaration parity verified; handler behavior unchanged
296,/api/dashboard/userprofile/maxusage/{id},ParentalControlController,POST,dashboard.userprofile.set.maxusage.route,,feature route module,declaration parity verified; handler behavior unchanged
297,/api/dashboard/userprofile/contentfilter/{id},ParentalControlController,POST,dashboard.userprofile.set.contentfilter.route,,feature route module,declaration parity verified; handler behavior unchanged
298,/api/dashboard/userprofile/inetnetaccess/{id},ParentalControlController,POST,dashboard.userprofile.set.internetaccess.route,,feature route module,declaration parity verified; handler behavior unchanged
299,/api/dashboard/userprofile/inetnetaccess/{id},ParentalControlController,GET,dashboard.userprofile.get.internetaccess.route,,feature route module,declaration parity verified; handler behavior unchanged
300,/api/dashboard/userprofile/bonustime/{id},ParentalControlController,POST,dashboard.userprofile.set.bonustime.route,,feature route module,declaration parity verified; handler behavior unchanged
301,/api/dashboard/userprofile/bonustime/{id},ParentalControlController,DELETE,dashboard.userprofile.delete.bonustime.route,,feature route module,declaration parity verified; handler behavior unchanged
302,/api/filter/stats/device/{deviceId},FilterStatisticsController,GET,dashboard.stats.route,VERIFY_DEVICE_ID,feature route module,declaration parity verified; handler behavior unchanged
303,/api/filter/totalStats,FilterStatisticsController,GET,dashboard.totalStats.route.get,,feature route module,declaration parity verified; handler behavior unchanged
304,/api/filter/totalStats,FilterStatisticsController,DELETE,dashboard.totalStats.route.delete,,feature route module,declaration parity verified; handler behavior unchanged
305,/api/filter/blockeddomains/{deviceId},FilterStatisticsController,GET,dashboard.blockedStats.filter.get,VERIFY_DEVICE_ID,feature route module,declaration parity verified; handler behavior unchanged
306,/api/filter/blockeddomains/{deviceId},FilterStatisticsController,DELETE,dashboard.blockedStats.filter.delete,VERIFY_DEVICE_ID,feature route module,declaration parity verified; handler behavior unchanged
307,/api/registrationdata,DeviceRegistrationController,GET,dashboard.registration.status.route,,feature route module,declaration parity verified; handler behavior unchanged
308,/api/dashboardcard,DashboardCardController,GET,dashboard.card.get.status,,feature route module,declaration parity verified; handler behavior unchanged
309,/api/dashboardcard/columns,DashboardCardController,PUT,dashboard.card.save.columns,,feature route module,declaration parity verified; handler behavior unchanged
310,/api/dashboardcard/columns,DashboardCardController,GET,dashboard.card.get.columns,,feature route module,declaration parity verified; handler behavior unchanged
311,/api/dashboard/users,UserController,GET,dashboard.users.getUsers.route,,feature route module,declaration parity verified; handler behavior unchanged
312,/api/dashboard/users/operatinguser,ControlBarController,PUT,dashboard.users.setOperatingUser.route,,feature route module,declaration parity verified; handler behavior unchanged
313,/api/dashboard/users/{id}/changepin,UserController,POST,dashboard.users.changePin.route,,feature route module,declaration parity verified; handler behavior unchanged
314,/api/dashboard/openvpn/filename/{deviceId}/{deviceType},OpenVpnServerController,GET,dashboard.vpn.server.filename.get,,feature route module,declaration parity verified; handler behavior unchanged
315,/api/dashboard/openvpn/status,OpenVpnServerController,GET,dashboard.vpn.server.status.get,,feature route module,declaration parity verified; handler behavior unchanged
316,/api/dashboard/openvpn/status,OpenVpnServerController,POST,dashboard.vpn.server.status.set,,feature route module,declaration parity verified; handler behavior unchanged
317,/api/dashboard/openvpn/status,OpenVpnServerController,DELETE,dashboard.vpn.server.status.delete,,feature route module,declaration parity verified; handler behavior unchanged
318,/api/dashboard/openvpn/certificates,OpenVpnServerController,GET,dashboard.vpn.server.certificates.get,,feature route module,declaration parity verified; handler behavior unchanged
319,/api/dashboard/openvpn/certificates/generateDownloadUrl/{deviceId}/{deviceType},OpenVpnServerController,GET,dashboard.vpn.server.certificates.generateDownloadUrl.get,,feature route module,declaration parity verified; handler behavior unchanged
320,/api/dashboard/openvpn/certificates/downloadClientConf/{deviceId},OpenVpnServerController,GET,dashboard.vpn.server.certificates.downloadClientConf.get,,feature route module,declaration parity verified; handler behavior unchanged
321,/api/dashboard/customdomainfilter/{userId},CustomDomainFilterConfigController,GET,dashboard.custom.domain.filter.get,VERIFY_USER_ID,feature route module,declaration parity verified; handler behavior unchanged
322,/api/dashboard/customdomainfilter/{userId},CustomDomainFilterConfigController,PUT,dashboard.custom.domain.filter.set,VERIFY_USER_ID,feature route module,declaration parity verified; handler behavior unchanged
323,/api/dashboard/dns/status,DnsController,GET,dashboard.dns.status.get,,feature route module,declaration parity verified; handler behavior unchanged
324,/api/dashboard/network/info,NetworkController,GET,dashboard.network.config.get.route,,feature route module,declaration parity verified; handler behavior unchanged
325,/api/dashboard/registration,DeviceRegistrationController,GET,dashboard.registration.status.route,,feature route module,declaration parity verified; handler behavior unchanged
326,/api/dashboard/vpn/profiles,OpenVpnController,GET,dashboard.vpn.getProfiles.route,,feature route module,declaration parity verified; handler behavior unchanged
327,/api/dashboard/vpn/profiles/{id}/status,OpenVpnController,GET,dashboard.vpn.getVpnStatus.route,,feature route module,declaration parity verified; handler behavior unchanged
328,/api/dashboard/vpn/profiles/status/{device},OpenVpnController,GET,dashboard.vpn.getVpnStatusByDevice.route,,feature route module,declaration parity verified; handler behavior unchanged
329,/api/dashboard/vpn/profiles/{id}/status/{device},OpenVpnController,PUT,dashboard.vpn.setVpnDeviceStatus.route,,feature route module,declaration parity verified; handler behavior unchanged
330,/api/dashboard/vpn/profiles/{id}/status-this,OpenVpnController,PUT,dashboard.vpn.profile.status.device.set,,feature route module,declaration parity verified; handler behavior unchanged
331,/api/dashboard/tor/config,AnonymousController,GET,dashboard.tor.getConfig.route,,feature route module,declaration parity verified; handler behavior unchanged
332,/api/dashboard/tor/config,AnonymousController,PUT,dashboard.tor.putConfig.route,,feature route module,declaration parity verified; handler behavior unchanged
333,/api/dashboard/tor/device/showwarnings,DeviceController,GET,dashboard.tor.device.getShowWarnings.route,,feature route module,declaration parity verified; handler behavior unchanged
334,/api/dashboard/tor/device/showwarnings,DeviceController,POST,dashboard.tor.device.postShowWarnings.route,,feature route module,declaration parity verified; handler behavior unchanged
335,/api/dashboard/tor/newidentity,AnonymousController,PUT,dashboard.tor.getNewTorIdentity.route,,feature route module,declaration parity verified; handler behavior unchanged
336,/api/dashboard/useragent/list,UserAgentController,GET,dashboard.useragent.getAgentList.route,,feature route module,declaration parity verified; handler behavior unchanged
337,/api/dashboard/useragent/cloaked,UserAgentController,GET,dashboard.useragent.getCloakedUserAgentByDeviceId.route,,feature route module,declaration parity verified; handler behavior unchanged
338,/api/dashboard/useragent/cloaked,UserAgentController,PUT,dashboard.useragent.setCloakedUserAgentByDeviceId.route,,feature route module,declaration parity verified; handler behavior unchanged
339,/api/dashboard/ssl/whitelist,SSLController,POST,dashboard.whitelist.set.route,,feature route module,declaration parity verified; handler behavior unchanged
340,/api/dashboard/filterlists,ParentalControlFilterListsController,GET,dashboard.filterlists.get.route,,feature route module,declaration parity verified; handler behavior unchanged
341,/api/dashboard/domain/recorder/{deviceId},DomainRecorderController,GET,dashboard.domainRecorder.get.route,VERIFY_DEVICE_ID,feature route module,declaration parity verified; handler behavior unchanged
342,/api/dashboard/domain/recorder/{deviceId},DomainRecorderController,DELETE,dashboard.domainRecorder.reset.route,VERIFY_DEVICE_ID,feature route module,declaration parity verified; handler behavior unchanged
343,/api/admindashboard/devices,DeviceController,GET,admindashboard.devices.get,,feature route module,declaration parity verified; handler behavior unchanged
344,/api/admindashboard/authentication/renew/{appContext},AuthenticationController,GET,admindashboard.authentication.renew.route,,feature route module,declaration parity verified; handler behavior unchanged
345,/pagecontext/{id}/top,PageContextController,POST,public.pagecontext.top,,feature route module,declaration parity verified; handler behavior unchanged
346,/api/advice/reminder,ReminderController,GET,advice.reminder.get,,feature route module,declaration parity verified; handler behavior unchanged
347,/api/advice/reminder,ReminderController,POST,advice.reminder.post,,feature route module,declaration parity verified; handler behavior unchanged
348,/api/configbackup/export,ConfigurationBackupController,POST,adminconsole.configbackup.export,,feature route module,declaration parity verified; handler behavior unchanged
349,/api/configbackup/download/{configBackupFileReference},ConfigurationBackupController,GET,adminconsole.configbackup.download,,feature route module,declaration parity verified; handler behavior unchanged
350,/api/configbackup/upload,ConfigurationBackupController,PUT,adminconsole.configbackup.upload,,feature route module,declaration parity verified; handler behavior unchanged
351,/api/configbackup/verify,ConfigurationBackupController,POST,adminconsole.configbackup.verify,,feature route module,declaration parity verified; handler behavior unchanged
352,/api/configbackup/import,ConfigurationBackupController,POST,adminconsole.configbackup.import,,feature route module,declaration parity verified; handler behavior unchanged
353,/api/featuretoggle/{name},FeatureToggleController,GET,adminconsole.featuretoggle.get,,feature route module,declaration parity verified; handler behavior unchanged
354,/api/check/route,ConnectionCheckController,GET,public.connectioncheck.route,,feature route module,declaration parity verified; handler behavior unchanged
355,/api/blockers/,BlockerController,GET,adminconsole.blocker.getAll,,feature route module,declaration parity verified; handler behavior unchanged
356,/api/blockers/,BlockerController,POST,adminconsole.blocker.post,,feature route module,declaration parity verified; handler behavior unchanged
357,/api/blockers/{id},BlockerController,PUT,adminconsole.blocker.put,,feature route module,declaration parity verified; handler behavior unchanged
358,/api/blockers/{id},BlockerController,DELETE,adminconsole.blocker.delete,,feature route module,declaration parity verified; handler behavior unchanged
359,/.*,StaticFileController,GET,static.route,,feature route module,declaration parity verified; handler behavior unchanged
